ID,SeriousDlqin2yrs
144847,0.12258934
98908,0.017704535
107258,0.01679645
7310,0.020620132
66363,0.08193886
105182,0.012610727
109290,0.034315832
30480,0.015035919
117321,0.021177243
101188,0.50406665
51893,0.006078364
72716,0.015038554
133102,0.012458151
25151,0.013267937
87813,0.4279723
75161,0.0069819116
69389,0.00858383
99673,0.06435869
124140,0.009197617
78958,0.021765292
93773,0.012025081
48062,0.054265816
127963,0.014068348
92341,0.015879976
51786,0.036856852
123328,0.007108292
86416,0.008598122
48391,0.01707111
7238,0.3643637
77088,0.010175265
60633,0.07310565
127141,0.011315765
83640,0.013389195
94760,0.04525054
99612,0.02405864
75729,0.010055591
74668,0.0089013325
91592,0.074875705
8120,0.014457449
52033,0.032015692
91872,0.014905272
3618,0.0065124743
18561,0.008153892
113602,0.010327368
140838,0.10019121
148161,0.043871213
145995,0.017968709
38762,0.019971926
11025,0.0111381505
60824,0.0072375857
30964,0.017308958
34568,0.054431226
44328,0.02284383
77621,0.01017298
17489,0.14653777
1449,0.040340353
111125,0.009397046
56855,0.028227264
21162,0.078446016
21765,0.07107997
70454,0.013433576
141564,0.15475743
122653,0.009300975
81969,0.010441203
6623,0.013473168
13636,0.027274251
35440,0.54912734
427,0.087285824
91482,0.010327879
16494,0.533481
9668,0.014911883
25314,0.0070734643
6527,0.27026826
113696,0.049769297
120716,0.026685067
123407,0.04546869
6045,0.036022138
102619,0.058757447
89593,0.03588149
146461,0.0077818832
144504,0.0139442645
33304,0.3425759
38522,0.009800895
35919,0.019854018
12916,0.046766266
64933,0.08040368
65146,0.0460948
20257,0.2237132
13337,0.062484715
49821,0.25958082
35035,0.006746018
52244,0.012647384
61391,0.0072207353
59255,0.016648319
82951,0.010489294
77312,0.05820458
121599,0.025637936
73110,0.013603639
63200,0.01658592
148328,0.008075742
134738,0.121741444
12550,0.036305342
36966,0.049075928
117478,0.012834106
7824,0.106679685
18671,0.013113938
12238,0.009741792
113183,0.017132219
138486,0.08920781
135525,0.0067246067
89449,0.058031004
74982,0.016464267
82665,0.012822916
148908,0.014596015
110931,0.008927089
135483,0.023490299
74838,0.034432497
113813,0.071421556
74545,0.3611455
98377,0.01364309
4788,0.02456999
17861,0.008181678
48878,0.21473904
33410,0.16734192
31696,0.0063508837
114449,0.008856358
25788,0.017277986
141779,0.008743594
94354,0.00684927
20374,0.045126498
35587,0.0076480666
53581,0.05674961
96356,0.0821014
55729,0.025641533
127598,0.012499672
23760,0.04004746
75498,0.0065331343
18516,0.018848471
47209,0.012096904
20941,0.010302469
48549,0.025974544
59387,0.102451324
119215,0.02376282
72253,0.015805228
49924,0.08894021
123466,0.012578291
95055,0.28651655
111457,0.061925657
73306,0.3291261
99154,0.107287064
8249,0.27608645
47007,0.0066503896
22760,0.050445054
141212,0.07636385
121061,0.04510803
1847,0.03303201
17047,0.0065512643
79153,0.018420342
97307,0.011443502
112605,0.052514993
6181,0.019149894
133193,0.012464976
48299,0.009704971
11793,0.009755608
23345,0.005942542
109678,0.0075029857
64100,0.009482332
95271,0.015430854
145753,0.06769596
139739,0.016275888
35141,0.015894596
73076,0.011472744
27110,0.010024601
103760,0.10133003
13277,0.011735527
135351,0.06269621
77959,0.0202574
58411,0.07275947
2346,0.011200115
145711,0.1554914
41475,0.052182097
102443,0.030294409
43839,0.5552427
126788,0.6157017
83174,0.45573092
7137,0.07152787
43256,0.02118071
112876,0.021889357
31034,0.06284781
73489,0.017198078
102108,0.053300448
136720,0.009245134
10254,0.013938122
122083,0.009040053
94683,0.068671405
84309,0.017344981
117684,0.23983753
112563,0.11102931
135195,0.06626945
43633,0.105863355
51680,0.048938043
112812,0.03475735
86540,0.0076945582
27185,0.11226976
53039,0.009736619
99611,0.025709186
41063,0.06498629
85471,0.024894208
147094,0.042296566
90426,0.024696564
54757,0.007206833
38420,0.02359115
12487,0.016800975
105351,0.16120593
104084,0.0103122555
17085,0.0072196997
126312,0.042254247
102967,0.05162334
128155,0.008736836
55487,0.015667384
88489,0.013516466
6709,0.0059703803
89488,0.019773778
131366,0.1166031
12182,0.117766626
42157,0.01268217
42217,0.021709893
77996,0.013114678
131091,0.044095486
39249,0.11023667
139367,0.010607271
35382,0.03508229
102884,0.075020455
98592,0.044626284
123498,0.06916947
42488,0.024007589
8456,0.03742075
12376,0.05809743
20160,0.028840663
143667,0.0070777116
34949,0.012270923
69311,0.020519506
925,0.015977276
46791,0.012391194
105258,0.013550589
91884,0.011628433
143763,0.0117353555
61288,0.0104097435
593,0.01721239
96955,0.016182028
586,0.27469113
105685,0.014166225
133222,0.21427046
43007,0.030631617
139305,0.026362212
18039,0.019156318
123467,0.082541555
11926,0.01822763
80773,0.012057658
128641,0.44865286
55471,0.02007919
59906,0.029892348
11618,0.33411676
76625,0.06265072
54513,0.015525191
25,0.012033915
50313,0.5195403
34392,0.008204345
12352,0.039970282
130790,0.5280055
71456,0.016739491
96489,0.014720125
143716,0.6069262
65981,0.013557698
44623,0.013145682
7090,0.012070923
54529,0.24168383
6828,0.037442073
13041,0.006542323
62859,0.023033142
50776,0.027434973
64691,0.0111125605
2199,0.008263649
137673,0.08291402
89207,0.009175538
105396,0.01755192
142822,0.098847896
36342,0.029395849
141229,0.026796322
20865,0.011994364
63103,0.030271176
127171,0.012606317
147415,0.0072623035
2609,0.010763223
87431,0.008776122
30198,0.054054417
120106,0.023199625
32624,0.07395869
117518,0.016801339
72635,0.038798574
90577,0.024635175
147026,0.036396705
80409,0.009946575
29527,0.06938695
39508,0.33336073
93356,0.011904815
135632,0.029404404
74943,0.012518232
15901,0.012884539
105736,0.045714106
109997,0.03761973
135992,0.007565199
45338,0.07008415
40378,0.022439998
665,0.015226313
88437,0.2434664
76725,0.013323769
123116,0.2701336
85368,0.025259232
84690,0.0093656005
46676,0.07145917
54508,0.008052841
93955,0.0125720855
77643,0.2899754
51437,0.015463219
127979,0.09970367
25657,0.01485521
140235,0.017744908
95338,0.12327333
1875,0.0067102006
130512,0.0073918416
2571,0.023344789
85190,0.05903676
29457,0.17650636
5568,0.010544149
86254,0.35452473
54648,0.35717985
129206,0.016057745
104110,0.026267018
39494,0.06431583
57902,0.006843045
68427,0.009077721
38400,0.032612387
3883,0.007780584
142771,0.039300527
55990,0.015745917
78096,0.49166262
12912,0.019508487
92595,0.101462394
53932,0.012459354
45230,0.07761732
118114,0.010155877
47423,0.109761655
89140,0.1645356
92399,0.012486007
119365,0.031175233
76687,0.012273183
22190,0.0872162
86718,0.020575948
9496,0.44318342
88274,0.028101915
24257,0.011731988
97855,0.032767322
8281,0.00934929
87054,0.022954179
58992,0.026968917
143668,0.0071259174
31299,0.02858145
128261,0.032981664
72600,0.051581234
8261,0.028595526
14154,0.088623405
88436,0.0075866524
27341,0.32243055
5777,0.012536517
43744,0.018067695
112185,0.009538357
112617,0.01883053
122746,0.015220642
24340,0.06381104
15454,0.009417423
40373,0.011336653
143481,0.081914015
145510,0.0180377
52794,0.3399559
51756,0.03606708
43659,0.014122307
73080,0.067601085
121173,0.0069773244
135585,0.0064085894
2529,0.007714525
85078,0.15504152
48482,0.008411219
10257,0.12558345
81914,0.014134906
118064,0.011114039
6652,0.045567576
64409,0.01172802
4841,0.082208544
24127,0.023679465
26718,0.055179186
46837,0.042180188
114324,0.06893261
10474,0.15317354
146272,0.06442952
79908,0.058815345
37045,0.010483317
7514,0.0120039685
82634,0.012306551
92013,0.0075598494
68976,0.014089946
94610,0.009020343
113007,0.38725767
147673,0.0492108
125461,0.11739551
140026,0.77746135
37445,0.012366417
114852,0.010398083
54658,0.011481064
13730,0.013624373
105148,0.06041284
22634,0.3561433
72969,0.016046017
62925,0.0267177
7169,0.028266335
129731,0.021356557
99956,0.3597538
92641,0.0076106004
46818,0.028202372
141585,0.042868126
112627,0.06496701
140649,0.08875666
147758,0.02003618
149293,0.055782665
9266,0.10199368
79482,0.079978995
136635,0.007579207
33484,0.052235033
38550,0.050349347
116623,0.011154333
59604,0.07043734
147900,0.055346776
7364,0.07200547
10664,0.008754235
81907,0.011848541
101494,0.018772617
34656,0.06898641
121914,0.30546206
35620,0.025906494
2077,0.009904828
6999,0.010599159
99650,0.027455967
35249,0.015322209
143554,0.72498673
56590,0.043492507
107370,0.01679074
107955,0.014188764
134084,0.070041426
137705,0.025662366
11151,0.047965005
126493,0.11102618
61634,0.6062131
116738,0.0125517575
55529,0.010506259
32994,0.015992831
49612,0.028724395
108957,0.013211005
149267,0.008235556
39960,0.02453953
92885,0.009281671
65163,0.07708355
100801,0.006953354
75565,0.006852378
145941,0.10043246
102703,0.07247979
45289,0.006699204
148503,0.047077812
140967,0.01075319
103697,0.048611432
137994,0.039861172
93893,0.06388966
97046,0.17103682
101179,0.024585212
18289,0.016062416
130977,0.0065263845
50578,0.1410645
143285,0.013193463
37524,0.05199836
127374,0.11349498
138662,0.0058999527
121600,0.096307054
58155,0.010539359
77293,0.020421185
23378,0.21971317
39306,0.014043522
132940,0.011596356
22447,0.07534485
7919,0.036493212
53020,0.10062147
109432,0.10707615
102224,0.04440831
123168,0.019710585
136126,0.0098730475
52377,0.042644467
141914,0.07881823
45984,0.047238264
123148,0.03340817
6563,0.031469457
75587,0.011525118
136909,0.11442265
17192,0.3384165
61257,0.09460528
76953,0.043280747
98451,0.017645225
4986,0.010705473
33014,0.010930531
96926,0.009041493
119729,0.015501972
43980,0.048841625
54936,0.019105164
25949,0.028979791
72570,0.013670633
18256,0.011846873
22395,0.026779756
67897,0.09421137
104127,0.012659948
38317,0.050439674
26577,0.011263954
20614,0.006381055
139028,0.011408278
873,0.008691982
82352,0.0075637274
144891,0.052760303
98746,0.5368627
113045,0.007878182
115343,0.008377141
137543,0.10853426
1384,0.009426392
76731,0.018966686
9803,0.049070977
55819,0.59815013
32604,0.008259672
113131,0.5455662
70927,0.011047143
71871,0.0105739655
131170,0.03396836
76114,0.11466858
124618,0.006945466
21894,0.15162194
20736,0.018242206
45674,0.011189658
37725,0.030076506
29124,0.024628054
67238,0.021881567
66789,0.21316381
141080,0.008978354
77062,0.012547248
69137,0.006349533
25884,0.014409798
16967,0.01567457
122210,0.0218329
49937,0.05043543
139448,0.025810659
64832,0.012349633
132168,0.016335828
106882,0.036305025
102342,0.0114531135
70472,0.020209948
112628,0.010093397
4099,0.02645208
43654,0.35027608
80619,0.0087953815
131822,0.010725186
29775,0.011002643
53522,0.028110215
4456,0.010568329
65532,0.5467024
35652,0.100892395
61878,0.009091801
39905,0.0092758145
62644,0.007710182
34939,0.017592113
132336,0.008306314
101148,0.043435287
60936,0.04138944
48219,0.0067790328
142563,0.008590342
99957,0.010749148
138821,0.008065524
81033,0.0913659
50548,0.011662027
136338,0.015079249
68945,0.086898856
2921,0.011280354
141083,0.26396242
105928,0.0061298828
123434,0.09122996
135418,0.00987653
86652,0.06425486
10610,0.034044478
135356,0.0064412174
70305,0.31038687
26686,0.016353875
80893,0.020300653
19391,0.013444544
148029,0.0065845917
56916,0.03522418
94082,0.1879359
4381,0.045522127
140174,0.3161757
60991,0.018271867
31875,0.07644368
67911,0.010074766
98299,0.039458122
54971,0.48869374
104206,0.008047038
99147,0.021065181
117544,0.10787033
44187,0.03119399
141653,0.008665989
86096,0.027308548
31425,0.1190716
100551,0.033234727
58916,0.015071715
26238,0.072042346
145759,0.013332924
54006,0.09030877
104259,0.007624406
131909,0.015268404
113534,0.03883573
9943,0.1342373
21181,0.014175671
145016,0.018934377
127025,0.022148497
99705,0.024479803
86047,0.5068213
88629,0.006960397
92265,0.061590787
113545,0.0063486993
20546,0.019873014
95405,0.021314913
128014,0.05971103
49303,0.028197505
144046,0.016270613
49113,0.006804112
8208,0.022024956
56025,0.49535015
46908,0.021898756
69072,0.022674065
146175,0.016266286
112217,0.1333171
8345,0.047250945
109095,0.030883752
123413,0.009763244
40892,0.021254305
31882,0.021311626
105867,0.10156558
43537,0.04436721
113870,0.011776261
14437,0.009337205
130734,0.008728056
10688,0.021287134
121883,0.016182931
63319,0.019317718
9198,0.011575415
16492,0.01680962
111238,0.012305341
115451,0.169718
129979,0.3360365
143736,0.07731772
6825,0.009903991
43900,0.030149383
99907,0.016369447
6470,0.010175612
82638,0.009151531
48594,0.029852916
71365,0.30034184
143156,0.080522224
27129,0.013467572
5844,0.286379
114058,0.030375145
66770,0.066919595
131615,0.46068814
10831,0.0131553365
33210,0.011671571
56647,0.18252808
56595,0.2026121
49282,0.0064346963
13210,0.07482662
34510,0.074231945
73472,0.0068562957
144055,0.015258606
382,0.1186672
99295,0.025353942
102303,0.05312023
127922,0.031486925
80224,0.10408249
91709,0.025541367
127239,0.008667661
26509,0.055220053
26265,0.012874621
32949,0.7256158
68808,0.23597708
83057,0.07858427
147660,0.0145617565
129504,0.03302729
31202,0.29810956
62107,0.024141608
81152,0.023950925
12374,0.007924139
4876,0.07642395
103514,0.0481782
127423,0.04681834
44579,0.20042498
18966,0.013771959
113082,0.024059078
30842,0.037719924
78181,0.011917745
130303,0.006521875
66575,0.013294776
24696,0.011006307
109062,0.054612644
42295,0.007630589
92569,0.10204371
129879,0.011292018
36463,0.025342805
35050,0.0066665024
1890,0.019517273
142991,0.016696153
77078,0.07898973
80319,0.012835411
34425,0.0061952476
3313,0.0061756903
20954,0.12898192
100740,0.042618893
54640,0.008700537
7552,0.09730101
88077,0.03318238
65628,0.008550429
109058,0.0148332035
116904,0.013898986
60460,0.012648878
126832,0.01455231
121179,0.015734829
126124,0.079634875
17543,0.023158718
128335,0.040559947
102749,0.0074124034
146368,0.2091352
62823,0.012474442
63351,0.20231439
53935,0.012577663
66566,0.051091738
109354,0.079353556
107017,0.00821623
98259,0.015228622
87478,0.080370754
60065,0.016845949
140742,0.01658843
103799,0.016039206
146260,0.049515296
103513,0.008768915
100217,0.010738733
137693,0.007929662
125109,0.005942542
116659,0.09605167
92264,0.006362814
49682,0.10232199
45478,0.02000783
146534,0.018438319
46841,0.010019769
1902,0.10755304
19256,0.3068084
112803,0.010273381
64962,0.1095126
53699,0.03564054
48422,0.090291165
47888,0.0072311135
78121,0.05701682
32747,0.016580664
113412,0.6156494
70704,0.016183067
23811,0.024094444
88127,0.08741634
12291,0.026619202
105907,0.42763284
28737,0.037417267
70802,0.027308365
121452,0.5631906
137568,0.008865881
100559,0.07132663
68286,0.013254876
11201,0.13930133
104280,0.08492704
2897,0.061452072
144925,0.12719615
66859,0.07228582
90795,0.015423399
32475,0.072955854
46401,0.006449313
63784,0.07831522
128858,0.020303443
140111,0.016321378
93304,0.02342121
31465,0.010025234
73905,0.65200096
4454,0.025648717
92053,0.07819582
89394,0.013687102
115515,0.19117184
62531,0.018797142
137009,0.016913898
145983,0.083122835
120780,0.010420703
9995,0.032519236
60914,0.20518336
114141,0.010592754
12521,0.008691629
57125,0.02585548
62593,0.27060792
95005,0.064424
136180,0.05222634
144437,0.025814485
149597,0.017785987
109383,0.015424133
104081,0.03111793
112938,0.0794526
123473,0.006211451
50091,0.016454658
6667,0.009279505
130011,0.2360189
61963,0.23289187
117451,0.023978356
78661,0.42631063
84345,0.018459104
72437,0.0069954395
37611,0.015523238
27006,0.04425544
908,0.021275245
102897,0.013312427
41643,0.057243694
91003,0.046040803
38276,0.030742515
78596,0.015516638
74871,0.058689404
86318,0.0101753
144828,0.00851181
64360,0.028692018
29072,0.015798984
80777,0.0151494
74472,0.0609797
65228,0.14748734
97386,0.011484106
65529,0.10701556
5157,0.7801758
47603,0.013603063
2448,0.008476118
143799,0.012968275
60750,0.03263838
29710,0.013745489
96785,0.038308147
16464,0.008684565
136223,0.013777328
129575,0.051262077
132489,0.0587662
68189,0.026725763
146693,0.01525721
9142,0.013288379
120414,0.009769602
37557,0.012271876
85301,0.015708286
60925,0.013767283
72276,0.06136193
52317,0.07134773
49992,0.4682397
72116,0.3883031
66665,0.08067736
98718,0.016908063
144015,0.007395621
75650,0.122338384
95321,0.0068381596
61142,0.027163371
38488,0.008970639
54155,0.033352256
107359,0.04631952
48087,0.031829108
36891,0.031780485
99629,0.050378162
96525,0.009096394
121624,0.41010258
73384,0.049003717
6784,0.010113809
6018,0.0076069743
45211,0.027963996
64793,0.025444623
140216,0.013068842
19064,0.018869162
92313,0.011594804
101547,0.022814326
80304,0.05029787
96646,0.009948031
131573,0.01404578
146242,0.006867276
18432,0.062403873
57955,0.3384742
40963,0.13581362
68955,0.05506076
18680,0.75155735
66482,0.0076547065
6002,0.11806198
21041,0.033887625
85067,0.012250434
13188,0.0088631585
43459,0.006809931
142775,0.009954909
124257,0.13350615
17118,0.011612824
7886,0.021083567
143775,0.10851927
149583,0.540986
126660,0.017082458
122612,0.01785408
18448,0.03822763
90582,0.3734543
119290,0.08012672
133428,0.21289997
18535,0.0251933
78669,0.05213436
117680,0.008800846
148078,0.029867176
123550,0.010600983
7382,0.009542894
98817,0.016773595
126157,0.008665989
114688,0.27807647
89106,0.009936888
53508,0.052905526
34532,0.0062152576
84180,0.010573466
109104,0.05081905
40698,0.07922754
69069,0.0072927256
45100,0.012777387
8368,0.041177448
43902,0.15429054
141385,0.34190753
95083,0.01849146
86926,0.009920721
57638,0.040836807
28601,0.007893243
137704,0.04060578
22944,0.010908777
16261,0.00927174
118917,0.02812935
38061,0.028389836
18126,0.00762214
42624,0.1299645
146931,0.051070176
148404,0.021390317
119147,0.008741054
56327,0.0636517
132179,0.03769164
85911,0.01595468
62789,0.018584276
27144,0.007426766
62082,0.007818297
3071,0.027783707
86794,0.13151933
49725,0.011720764
36230,0.09660487
27217,0.012333109
70929,0.53745496
54319,0.017564792
35439,0.015968133
87282,0.015771566
83096,0.008907805
80615,0.2228432
36448,0.025501538
32199,0.01067386
84794,0.030075833
782,0.05821006
37474,0.023270248
40622,0.016917966
106912,0.04076088
143396,0.036412183
141638,0.03459245
76994,0.0105657065
22656,0.05006508
134658,0.039958097
78404,0.17948967
96478,0.009097813
57510,0.17096663
23137,0.020243675
146550,0.19774418
129254,0.008582766
53318,0.04646515
14211,0.016290316
23226,0.012492859
98512,0.02808904
111847,0.007842981
149402,0.0064327302
56584,0.088150136
136550,0.15153001
47283,0.35143468
115959,0.028552225
145260,0.023680864
70692,0.080738
55241,0.05185387
81379,0.0076062474
84758,0.017489439
113525,0.0061196364
142842,0.045207378
96063,0.03282813
84926,0.011738475
31259,0.16009164
107488,0.010174541
26559,0.0732246
31194,0.013009385
96445,0.056667652
21817,0.5215262
149111,0.035696585
100144,0.07322036
110892,0.00927411
76658,0.006137371
10341,0.022187384
127652,0.023332078
109411,0.18695743
60913,0.06419054
115625,0.008909661
77680,0.006935997
2676,0.034363806
86498,0.70634425
61002,0.011656619
86680,0.240138
138680,0.0631047
56945,0.026909007
5148,0.0074513066
50492,0.010301195
76828,0.029112583
123454,0.010617115
82202,0.022746231
59898,0.010080998
9529,0.024095386
54904,0.02670451
143552,0.022833304
128478,0.579775
39257,0.0063951164
5537,0.23515423
28997,0.062197577
146413,0.04332408
7785,0.014251436
9366,0.036234073
72057,0.0081189005
101770,0.015851779
6803,0.08904994
106549,0.06973652
104609,0.0104980385
75744,0.007514464
50042,0.00751457
28264,0.14500691
32982,0.006650787
117479,0.33819422
30784,0.0073923417
70882,0.009591045
91130,0.03796925
91829,0.0429459
142262,0.022819424
144801,0.011750097
89034,0.009409181
137299,0.05183813
104539,0.027463958
86287,0.0071417065
6759,0.0133959185
7835,0.03238966
118896,0.010810614
111602,0.17806949
60817,0.009423293
116499,0.016417172
30133,0.03286459
63730,0.11986145
37354,0.09429974
144166,0.10857535
69407,0.03610503
128331,0.0748477
60087,0.5328601
86707,0.043221723
130682,0.03728085
3659,0.0069592167
56370,0.051276363
21787,0.049583405
22585,0.2780851
99442,0.103503995
42561,0.02962886
6328,0.00942388
64542,0.11277246
7452,0.011291273
27936,0.04352535
89555,0.010525058
73365,0.06240284
24466,0.0675863
55459,0.023562586
112991,0.021376936
44703,0.009493862
32750,0.047985118
123094,0.009174485
63444,0.01494599
40321,0.010911222
48563,0.04059999
64012,0.016388183
77746,0.016168527
127061,0.23734571
94554,0.03195952
113843,0.07649913
58198,0.022058679
130371,0.0411741
25062,0.03984064
124737,0.006862013
39015,0.018451985
48503,0.016827455
37237,0.045748007
68150,0.05793432
61740,0.03390614
41409,0.008294527
73229,0.010774779
42457,0.22904943
50375,0.014764778
16324,0.035828393
129094,0.0102846995
115274,0.01404469
67917,0.0070353067
134360,0.0136157945
120636,0.009487653
138687,0.29650182
138532,0.017431129
47448,0.07788742
80883,0.014281297
43669,0.01258037
79753,0.0072680605
131664,0.0068819257
30925,0.015606751
102837,0.03115263
112779,0.050366383
119319,0.0068592676
49486,0.009813255
129948,0.01685689
120698,0.009724939
139163,0.40739712
125840,0.031012747
32300,0.016239846
32437,0.18646309
88062,0.052343898
53126,0.0158487
22073,0.051837567
104840,0.018957118
115233,0.010231136
23423,0.07532619
130591,0.018033689
62368,0.020547884
37017,0.23179348
80559,0.099604174
15692,0.25251126
87034,0.012054938
41846,0.11929825
126499,0.010774647
25908,0.17459299
27522,0.008194263
141338,0.03632239
133486,0.6351141
139475,0.019850994
36635,0.054891914
147826,0.009627549
72592,0.006292347
62328,0.023491561
103269,0.02277993
59334,0.028695468
31287,0.010241934
102676,0.007868919
95677,0.059438325
59963,0.13656354
57999,0.11928746
83830,0.049388587
122849,0.012496047
76103,0.00878438
123164,0.034237124
113488,0.0204106
11081,0.008521199
51386,0.026083544
111975,0.08844168
145973,0.030256167
23873,0.74362797
98059,0.16005708
79861,0.20968705
83181,0.07935685
79324,0.4233321
142011,0.016148826
67733,0.009527506
102684,0.110004224
91281,0.03457559
72990,0.012365194
70240,0.016090127
48179,0.03330176
53398,0.043733507
126256,0.009102276
112332,0.31247294
141584,0.016117409
92987,0.009388816
75739,0.05637479
114437,0.3667072
35509,0.09522209
86623,0.05527877
102486,0.009839301
72155,0.015183728
78303,0.0084141
5811,0.0077295597
56868,0.042931896
146296,0.016889479
106805,0.021104323
121828,0.11092038
56988,0.044710495
78664,0.014778331
129096,0.045410197
67335,0.017033082
58408,0.067186974
20540,0.019612178
107072,0.18338846
130402,0.017028006
86779,0.0116685135
93703,0.008463183
107809,0.039440606
56439,0.01794809
56163,0.01954933
131399,0.01754905
137103,0.019807221
122335,0.6152534
54499,0.01189154
